#ylo yhi qTlo qThi PDF0  uncertainty
-5 -4 0.1 1 6910.127910401997 1.093482470217168
-5 -4 1 2 23587.14075301386 7.667031632510771
-5 -4 2 3 16683.13889051759 3.762609179117135
-5 -4 3 4 12006.9328619363 2.031442547673578
-5 -4 4 5 9051.196235789113 8.924746002454413
-5 -4 5 6 7071.148850307402 5.080957053543898
-5 -4 6 7 5673.779499964193 3.070541831150877
-5 -4 7 8 4646.712362918711 4.175421010626451
-5 -4 8 9 3867.24195219252 2.915334023343348
-5 -4 9 10 3260.389770593268 2.020225711604326
-5 -4 10 11 2778.10914872482 1.386462372225196
-5 -4 11 12 2388.122569121698 0.9402246996878603
-5 -4 12 13 2068.29874261069 0.6286033388510077
-5 -4 13 14 1802.815766584116 0.412838174133185
-5 -4 14 15 1580.09192589085 0.2649701614823243
-5 -4 15 16 1391.542885738486 0.1648611807488578
-5 -4 16 17 1230.674189455908 0.109928642160412
-5 -4 17 18 1092.461787368116 0.08336071382882437
-5 -4 18 19 972.9688450133831 0.06397082528008013
-5 -4 19 20 869.0784240064577 0.04709870843544195
-5 -4 20 21 778.3197972299208 0.0346443725724157
-5 -4 21 22 698.6840207902209 0.0255138656904137
-5 -4 22 23 628.5196939176685 0.01878956038763135
-5 -4 23 24 566.4671904063135 0.01293254958068246
-5 -4 24 25 511.4112215089494 0.01124175372029868
-5 -4 25 26 462.4259273612327 0.01328796448200364
-5 -4 26 27 418.721961054557 0.01446000661161406
-5 -4 27 28 379.6247931420039 0.01484838504495656
-5 -4 28 29 344.5656673546205 0.01465652482016822
-5 -4 29 30 313.070690034135 0.2975663145293197
-5 -4 30 31 284.7309169544451 0.2625999244893364
-5 -4 31 32 259.1681597552993 0.2038173856268486
-5 -4 32 33 236.0814954949183 0.1632813789104262
-5 -4 33 34 215.1977986209514 0.1336295938057219
-5 -4 34 35 196.2809623894187 0.1093407711516363
-5 -4 35 36 179.1257101486871 0.08943294594689633
-5 -4 36 37 163.552578349594 0.07310092024525261
-5 -4 37 38 149.4025025618175 0.05973927329159778
-5 -4 38 39 136.5320034522908 0.04881083285420118
-5 -4 39 40 124.8141948241644 0.03986105617370583
-5 -4 40 41 114.1374101854902 0.04927713434366865
-5 -4 41 42 104.4022269104398 0.05861487309771007
-5 -4 42 43 95.52030332554661 0.06587334018402657
-5 -4 43 44 87.41278595240146 0.07078622123162859
-5 -4 44 45 80.08329612057331 0.01435437902766523
-5 -4 45 46 73.24437120317249 0.0116955891845123
-5 -4 46 47 67.05943352843794 0.00950810500131638
-5 -4 47 48 61.40291013150166 0.007706022753943387
-5 -4 48 49 56.22775702781898 0.006231688767769583
-5 -4 49 50 51.49154607660579 0.005035737303217047
-5 -4 50 51 47.15625854863564 0.004241934220118537
-5 -4 51 52 43.18732889767004 0.004025070763297833
-5 -4 52 53 39.55292382915631 0.003794154713034459
-5 -4 53 54 36.22391952856866 0.003599563529668615
-5 -4 54 55 33.17421216197113 0.003399899094503667
-5 -4 55 56 30.37993416825839 0.003206410082473354
-5 -4 56 57 27.81933006762537 0.003031748270792889
-5 -4 57 58 25.47276833906716 0.002865459298647011
-5 -4 58 59 23.32240819729842 0.002707228756133162
-5 -4 59 60 21.35192243258651 0.002540889303183747
-5 -4 60 61 19.54613325963786 0.00238231723183091
-5 -4 61 62 17.89114850621391 0.002236336944932305
-5 -4 62 63 16.37435949179305 0.002094674943318608
-5 -4 63 64 14.98418071482586 0.001960168200758616
-5 -4 64 65 13.71002336034818 0.001839160012426788
-5 -4 65 66 12.54231292413911 0.001726814479702909
-5 -4 66 67 11.47233237518996 0.001619752241765582
-5 -4 67 68 10.49208614512212 0.001515339739503574
-5 -4 68 69 9.594134454820763 0.00140792874828044
-5 -4 69 70 8.771532566855264 0.00131463361882922
-5 -4 70 71 8.018021911749917 0.001224870416848489
-5 -4 71 72 7.327846465821857 0.001140615855037552
