#ylo yhi qTlo qThi PDF0  uncertainty
-5 -4.75 0 1 25.19322873217289 0.000812057721848447
-5 -4.75 1 2 43.45641041026089 0.0009952209986110461
-5 -4.75 2 3 25.44299544508669 0.000922609705639843
-5 -4.75 3 4 16.75297043135684 0.0004633147032464535
-5 -4.75 4 5 11.84788350509052 0.0002630384818189668
-5 -4.75 5 6 8.773052000054319 0.0001561971774197701
-5 -4.75 6 7 6.70598475243637 9.186626011103982e-05
-5 -4.75 7 8 5.246084804908684 6.41991685021992e-05
-5 -4.75 8 9 4.176647501491716 4.815399730873082e-05
-5 -4.75 9 10 3.370986627146133 3.653354531829578e-05
-5 -4.75 10 11 2.750477491668633 2.870537858346012e-05
-5 -4.75 11 12 2.263982155208986 2.402577433713304e-05
-5 -4.75 12 13 1.876939700641996 2.110287579992765e-05
-5 -4.75 13 14 1.565258145750043 1.928540103723897e-05
-5 -4.75 14 15 1.311684810218425 1.798724701052024e-05
-5 -4.75 15 16 1.103601284169643 3.302186372899918e-05
-5 -4.75 16 17 0.9315849380669167 1.515810931829176e-05
-5 -4.75 17 18 0.7884914945640615 1.953264842602387e-05
-5 -4.75 18 19 0.6688212898444884 3.2975213628883e-05
-5 -4.75 19 20 0.5682808561333187 1.20575501511011e-05
-5 -4.75 20 21 0.4834861656772442 1.082305423810714e-05
-5 -4.75 21 22 0.4117386986158928 9.938012793642148e-06
-5 -4.75 22 23 0.3508638173922655 9.146833209017213e-06
-5 -4.75 23 24 0.2990975030223875 8.286637249443896e-06
-5 -4.75 24 25 0.2549976523580968 7.159150819724402e-06
-5 -4.75 25 26 0.2173751423124912 6.089520146329575e-06
-5 -4.75 26 27 0.1852437747718753 5.489043312212338e-06
-5 -4.75 27 28 0.1577814470784035 5.006971748100497e-06
-5 -4.75 28 29 0.1342987762467162 4.357453694148195e-06
-5 -4.75 29 30 0.1142147430245057 3.720643119167755e-06
-5 -4.75 30 31 0.09703837180298583 3.230449373003985e-06
-5 -4.75 31 32 0.08235242467110443 2.826565633912148e-06
-5 -4.75 32 33 0.06980183933705213 2.50345802307872e-06
-5 -4.75 33 34 0.05908308114995271 2.151710269494844e-06
-5 -4.75 34 35 0.04993637859670662 1.839380850791883e-06
-5 -4.75 35 36 0.04213881300583688 1.597258680562097e-06
-5 -4.75 36 37 0.03549915001894657 1.414395193514995e-06
