#ylo yhi qTlo qThi PDF0  uncertainty
-5 -4.75 0.1 1 22.30642308820518 0.0003643081197246545
-5 -4.75 1 2 39.75238291879373 0.0006534001482805252
-5 -4.75 2 3 23.48654451423051 0.0009381031333504097
-5 -4.75 3 4 15.53833935047561 0.0001976555767519983
-5 -4.75 4 5 11.02779690149854 0.0001723060296523471
-5 -4.75 5 6 8.190339691873103 0.0001384340015704311
-5 -4.75 6 7 6.277512221847177 0.0001096946877767735
-5 -4.75 7 8 4.923199206314974 8.820337609805051e-05
-5 -4.75 8 9 3.92894132770557 7.229223552540631e-05
-5 -4.75 9 10 3.178230092939737 6.093240520632648e-05
-5 -4.75 10 11 2.59890996249649 5.252731045946035e-05
-5 -4.75 11 12 2.143768550754313 4.566085418877819e-05
-5 -4.75 12 13 1.780946563421304 3.888862514322966e-05
-5 -4.75 13 14 1.488225318721024 3.121916563308957e-05
-5 -4.75 14 15 1.249617766217638 2.31814313365053e-05
-5 -4.75 15 16 1.053433385586684 4.030064565130331e-05
-5 -4.75 16 17 0.8909647001199587 1.255347386575068e-05
-5 -4.75 17 18 0.7555614396938993 1.118701270019784e-05
-5 -4.75 18 19 0.6421142385391732 2.473733757235586e-05
-5 -4.75 19 20 0.5466257649077891 6.236319907593213e-06
-5 -4.75 20 21 0.4659451666666369 4.955246087567922e-06
-5 -4.75 21 22 0.3975523716375542 4.400160804995945e-06
-5 -4.75 22 23 0.3394153239673523 4.408737052319367e-06
-5 -4.75 23 24 0.289888484899505 4.109955110132013e-06
-5 -4.75 24 25 0.2476199915465786 1.048046564161575e-05
-5 -4.75 25 26 0.2114885148474241 6.790649390603365e-06
-5 -4.75 26 27 0.1805723192705942 3.936110432922746e-06
-5 -4.75 27 28 0.1540982936566627 1.673354386000359e-06
-5 -4.75 28 29 0.1314176848173462 9.356017625361535e-07
-5 -4.75 29 30 0.1119817940344041 1.425553789333178e-06
-5 -4.75 30 31 0.09532745956706654 2.002721592772594e-06
-5 -4.75 31 32 0.0810605219492103 2.346831716987241e-06
-5 -4.75 32 33 0.06884382261438345 2.254981618779461e-06
-5 -4.75 33 34 0.0583891755951608 2.099186210718917e-06
-5 -4.75 34 35 0.04944985068286872 1.750960721316752e-06
-5 -4.75 35 36 0.04181368876955485 1.290890048896709e-06
-5 -4.75 36 37 0.03529810306978184 8.866606186277992e-07
-5 -4.75 37 38 0.02974577208225617 7.008259347018875e-07
-5 -4.75 38 39 0.02502095684793474 8.034265695129605e-07
-5 -4.75 39 40 0.02100640808260109 5.644277644815954e-07
-5 -4.75 40 41 0.01760076580715385 2.568308466038838e-07
-5 -4.75 41 42 0.01471673673898708 2.927183001717737e-07
-5 -4.75 42 43 0.01227914597569699 2.832056640034164e-07
-5 -4.75 43 44 0.01022260066740984 2.339135444211909e-07
-5 -4.75 44 45 0.008490956228827045 2.485767759737717e-07
-5 -4.75 45 46 0.007036029264187173 2.19460433249774e-07
-5 -4.75 46 47 0.005816138456877466 1.357781821281767e-07
-5 -4.75 47 48 0.004795561570872201 1.468340940008125e-07
